var_name,label_mn,label_en,type,waves_present,source_types,source_files,n_obs,n_missing,n_unique,category
q0954,How does your household dispose of waste?,How does your household dispose of waste?,haven_labelled/vctrs_vctr/double,2024,hhold,01_hhold.dta,15513,0,4,household
q0955,Can you please show me where members of your household most often wash their han,Can you please show me where members of your household most often wash their han,haven_labelled/vctrs_vctr/double,2024,hhold,01_hhold.dta,15513,0,6,household
q1003,10.03 Танай өрхийн хэдэн гишүүд интернет ашигладаг вэ?,10.03 Танай householdийн хэдэн гишүүд интернет ашигладаг вэ?,numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,12,household
q1004,10.04 Танай өрхийн хэдэн гишүүн гар утсаараа интернет ашигладаг вэ?,10.04 Танай householdийн хэдэн гишүүн гар утсаараа интернет ашигладаг вэ?,numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,11,household
q1005,"10.05 Танай өрх болон өрхийн хэн нэг гишүүн газар өмчилдөг үү, эзэмшдэг үү?","10.05 Танай household болон householdийн хэн нэг гишүүн газар өмчилдөг үү, эзэмшдэг үү?",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,2,household
q1008,"10.08 Та болон танай өрхийн гишүүдэд архи, согтууруулах ундаа ууж үзсэн хүн байд","10.08 Та болон танай householdийн гишүүдэд архи, согтууруулах ундаа ууж үзсэн хүн байд",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,2,household
q1009,10.09 Та болон танай өрхийн хэн нэгэн гишүүн сүүлийн 30 хоногийн согтууруулах ун,10.09 Та болон танай householdийн хэн нэгэн гишүүн сүүлийн 30 хоногийн согтууруулах ун,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,17886,6,household
q0401,"4.01 Сүүлийн 12 сард ХАА-н бус үйлдвэрлэл, худалдаа, үйлчилгээ эрхэлсэн үү?","4.01 Сүүлийн 12 сард ХАА-н бус үйлдвэрлэл, худалдаа, үйлчилгээ эрхэлсэн үү?",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2023,2024","hhold,indiv",01_hhold (14).dta | 02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,243240,7468,2,labor
q0402,"4.02 Хэдэн төрлийн үйлдвэрлэл, худалдаа, үйлчилгээ эрхэлсэн бэ?","4.02 Хэдэн төрлийн үйлдвэрлэл, худалдаа, үйлчилгээ эрхэлсэн бэ?",haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2023,2024","hhold,indiv",01_hhold (14).dta | 02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,243240,39514,3,labor
q0403,4.03 ХАРИУЛЖ БАЙГАА ХҮНИЙ ХУВИЙН ДУГААРЫГ БИЧНЭ ҮҮ.,4.03 ХАРИУЛЖ БАЙГАА ХҮНИЙ ХУВИЙН ДУГААРЫГ БИЧНЭ ҮҮ.,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,126149,9,labor
q0404,"4.04 [НЭР] сүүлийн 7 хоногт наад зах нь 1 цаг ямар нэг цалин хөлс, төлбөртэй ажи","4.04 [НЭР] сүүлийн 7 хоногт наад зах нь 1 цаг ямар нэг wage хөлс, төлбөртэй ажи",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,31840,2,labor
q0405,4.05 [НЭР] сүүлийн 7 хоногт наад зах нь 1 цаг орлого олох зорилгоор ямар нэг төр,4.05 [НЭР] сүүлийн 7 хоногт наад зах нь 1 цаг income олох зорилгоор ямар нэг төр,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,79368,2,labor
q0406,4.06 [НЭР] сүүлийн 7 хоногт өрхийн гишүүний бизнес эсвэл цалин хөлстэй ажилд нь,4.06 [НЭР] сүүлийн 7 хоногт householdийн гишүүний бизнес эсвэл wage хөлстэй workд нь,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,79368,2,labor
q0407,"4.07 4.05, 4.06 АСУУЛТУУДЫН ДОР ХАЯЖ НЭГЭНД НЬ 'ТИЙМ' ГЭЖ ХАРИУЛСАН ЭСЭХИЙГ ШАЛГ","4.07 4.05, 4.06 АСУУЛТУУДЫН ДОР ХАЯЖ НЭГЭНД НЬ 'ТИЙМ' ГЭЖ ХАРИУЛСАН ЭСЭХИЙГ ШАЛГ",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,79368,2,labor
q0408,4.08 [НЭР] сүүлийн 7 хоногт ажил эрхлээгүй ч [НЭР]-д буцаж хийхээр хүлээгдэж бай,4.08 [НЭР] сүүлийн 7 хоногт work эрхлээгүй ч [НЭР]-д буцаж хийхээр хүлээгдэж бай,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,112244,2,labor
q0409,4.09 [НЭР] яагаад сүүлийн 7 хоногт ажилгүй байсан бэ?,4.09 [НЭР] яагаад сүүлийн 7 хоногт workгүй байсан бэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,230790,11,labor
q0410,4.10 Ажиллаагүй хугацаагаа оруулаад [НЭР] 3 сарын дотор өмнө нь хийж байсан ажил,4.10 workлаагүй хугацаагаа оруулаад [НЭР] 3 сарын дотор өмнө нь хийж байсан work,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,232895,2,labor
q0411,4.11 [НЭР] ажлаа хийгээгүй хугацаандаа ажлаасаа ямар нэг төрлийн орлого авч байс,4.11 [НЭР] ажлаа хийгээгүй хугацаандаа ажлаасаа ямар нэг төрлийн income авч байс,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,233936,2,labor
q0412,"4.12 [НЭР]-ын/ийн сүүлийн 7 хоногийн үндсэн ажил нь мал тэжээвэр амьтан, газар т","4.12 [НЭР]-ын/ийн сүүлийн 7 хоногийн үндсэн work нь мал тэжээвэр амьтан, газар т",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,201814,5,labor
q0413,4.13 [НЭР]-ын/ийн сүүлийн 7 хоногт эрхэлж буй үйл ажиллагааны бүтээгдэхүүнийг за,4.13 [НЭР]-ын/ийн сүүлийн 7 хоногт эрхэлж буй үйл workлагааны бүтээгдэхүүнийг за,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,208597,4,labor
q0414,4.14 Сүүлийн 12 сард энэ үйл ажиллагаанаас олсон орлого нь тухайн хугацаанд тана,4.14 Сүүлийн 12 сард энэ үйл workлагаанаас олсон income нь тухайн хугацаанд тана,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,222368,3,labor
q0415,4.15 [НЭР] сүүлийн 30 хоногт цалин хөлстэй ажил хайх/ бизнес эрхлэх оролдлого хи,4.15 [НЭР] сүүлийн 30 хоногт wage хөлстэй work хайх/ бизнес эрхлэх оролдлого хи,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,112857,2,labor
q0416,4.16 [НЭР] сүүлийн 30 хоногт ямар аргаар ажил хайсан/ бизнес эрхлэх оролдлого хи,4.16 [НЭР] сүүлийн 30 хоногт ямар аргаар work хайсан/ бизнес эрхлэх оролдлого хи,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,232493,9,labor
q0417,4.17 [НЭР] сүүлийн 30 хоногт яагаад ажил хайгаагүй/ бизнес эрхлэх гэж оролдоогүй,4.17 [НЭР] сүүлийн 30 хоногт яагаад work хайгаагүй/ бизнес эрхлэх гэж оролдоогүй,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,115054,12,labor
q0418,4.18 Хэрэв [НЭР]-д ямар нэгэн  цалинтай ажил/ бизнес эрхлэх боломж гарвал хийхий,4.18 Хэрэв [НЭР]-д ямар нэгэн  wageтай work/ бизнес эрхлэх боломж гарвал хийхий,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,115216,2,labor
q0419,4.19 [НЭР] сүүлийн 7 хоногт ямар нэгэн цалинтай ажил/ бизнес эрхлэх боломж гарса,4.19 [НЭР] сүүлийн 7 хоногт ямар нэгэн wageтай work/ бизнес эрхлэх боломж гарса,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,225522,2,labor
q0420,"4.20 [НЭР]-т ирэх 14 хоногт ямар нэгэн ажил, бизнес эрхлэх боломж гарвал ажиллаж","4.20 [НЭР]-т ирэх 14 хоногт ямар нэгэн work, бизнес эрхлэх боломж гарвал workлаж",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,232688,2,labor
q0421,"4.21 [НЭР] Хөдөлмөрийн хэлтэс, хөдөлмөрийн биржд бүртгэлтэй юу?","4.21 [НЭР] Хөдөлмөрийн хэлтэс, хөдөлмөрийн биржд бүртгэлтэй юу?",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,112857,2,labor
q0422,"4.22 [НЭР] нь сүүлийн 7 хоногт ажил эрхлээгүй ч, сүүлийн 12 сард цалин хөлстэй/","4.22 [НЭР] нь сүүлийн 7 хоногт work эрхлээгүй ч, сүүлийн 12 сард wage хөлстэй/",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,112857,2,labor
q0423,4.23 [НЭР] сүүлийн 7 хоногт ямар ажил эрхэлсэн бэ?,4.23 [НЭР] сүүлийн 7 хоногт ямар work эрхэлсэн бэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,153673,44,labor
q0424,4.24 [НЭР] сүүлийн 7 хоногт ямар салбарт ажилласан бэ?,4.24 [НЭР] сүүлийн 7 хоногт ямар салбарт workласан бэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,153307,93,labor
q0425,4.25 [НЭР]-ын/ийн сүүлийн 7 хоногт эрхэлсэн үндсэн ажил юу вэ?,4.25 [НЭР]-ын/ийн сүүлийн 7 хоногт эрхэлсэн үндсэн work юу вэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,153673,13,labor
q0426,4.26 [НЭР]-ын/ийн сүүлийн 7 хоногт ажилласан байгууллагын хариуцлагын хэлбэр юу,4.26 [НЭР]-ын/ийн сүүлийн 7 хоногт workласан байгууллагын хариуцлагын хэлбэр юу,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,185605,9,labor
q0427,4.27 [НЭР] сүүлийн 7 хоногт үндсэн ажилдаа нийтдээ хэдэн цаг зарцуулсан бэ?,4.27 [НЭР] сүүлийн 7 хоногт үндсэн workдаа нийтдээ хэдэн цаг зарцуулсан бэ?,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,153673,88,labor
q0428,4.28 [НЭР] сүүлийн 7 хоногт үндсэн ажлаасаа гадна давхар цалинтай ажил/ орлого о,4.28 [НЭР] сүүлийн 7 хоногт үндсэн ажлаасаа гадна давхар wageтай work/ income о,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,153673,2,labor
q0429,4.29 [НЭР] сүүлийн 7 хоногт давхар ажилд хэдэн цаг зарцуулсан бэ?,4.29 [НЭР] сүүлийн 7 хоногт давхар workд хэдэн цаг зарцуулсан бэ?,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,233864,32,labor
q0430,4.30 [НЭР]-ын/ийн сүүлийн 12 сарын үндсэн ажил нь сүүлийн 7 хоногийн үндсэн ажил,4.30 [НЭР]-ын/ийн сүүлийн 12 сарын үндсэн work нь сүүлийн 7 хоногийн үндсэн work,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,148379,2,labor
q0431,4.31  [НЭР] сүүлийн 12 сард ямар ажил эрхэлсэн бэ?,4.31  [НЭР] сүүлийн 12 сард ямар work эрхэлсэн бэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,227793,43,labor
q0432,4.32 [НЭР] сүүлийн 12 сард ямар салбарт ажилласан бэ?,4.32 [НЭР] сүүлийн 12 сард ямар салбарт workласан бэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,227793,82,labor
q0433,4.33 [НЭР]-ын/ийн сүүлийн 12 сард эрхэлсэн үндсэн ажил юу вэ?,4.33 [НЭР]-ын/ийн сүүлийн 12 сард эрхэлсэн үндсэн work юу вэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,227793,13,labor
q0434,4.34 [НЭР]-ын/ийн сүүлийн 12 сард эрхэлсэн үндсэн ажлын байгууллагын хариуцлагын,4.34 [НЭР]-ын/ийн сүүлийн 12 сард эрхэлсэн үндсэн ажлын байгууллагын хариуцлагын,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,228850,32,labor
q0435,4.35 [НЭР] сүүлийн 12 сард ажиллаад мөнгөн ба мөнгөн бус хэлбэрээр цалин хөлс ав,4.35 [НЭР] сүүлийн 12 сард workлаад мөнгөн ба мөнгөн бус хэлбэрээр wage хөлс ав,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,148379,2,labor
q0436a,4.36 [НЭР] нь сүүлийн 12 сард үндсэн ажлаасаа хэдэн төгрөгийн цалин авсан бэ? Сү,4.36 [НЭР] нь сүүлийн 12 сард үндсэн ажлаасаа хэдэн төгрөгийн wage авсан бэ? Сү,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,180613,735,labor
q0436b,4.36 [НЭР] нь сүүлийн 12 сард үндсэн ажлаасаа хэдэн төгрөгийн цалин авсан бэ? Сү,4.36 [НЭР] нь сүүлийн 12 сард үндсэн ажлаасаа хэдэн төгрөгийн wage авсан бэ? Сү,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,180614,1488,labor
q0436c,4.36 [НЭР] нь сүүлийн 12 сард үндсэн ажлаасаа хэдэн төгрөгийн цалин авсан бэ? Ур,4.36 [НЭР] нь сүүлийн 12 сард үндсэн ажлаасаа хэдэн төгрөгийн wage авсан бэ? Ур,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,180613,421,labor
q0437,4.37 [НЭР] энэ ажлыг хэдэн сар хийсэн бэ?,4.37 [НЭР] энэ ажлыг хэдэн сар хийсэн бэ?,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,148379,12,labor
q0438,4.38 [НЭР] ажилласан сарууддаа энэ ажилд сард  дунджаар  хэдэн өдөр зарцуулсан б,4.38 [НЭР] workласан сарууддаа энэ workд сард  дунджаар  хэдэн өдөр зарцуулсан б,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,148379,30,labor
q0439,4.39 [НЭР] ажилласан саруудын өдрүүддээ энэ ажилд өдөрт   дунджаар хэдэн цаг зар,4.39 [НЭР] workласан саруудын өдрүүддээ энэ workд өдөрт   дунджаар хэдэн цаг зар,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,148379,23,labor
q0440,"4.40 [НЭР] сүүлийн 12 сард үндсэн ажил (4.31, 4.32-Т БҮРТГЭСЭН АЖИЛ)-аасаа гадна","4.40 [НЭР] сүүлийн 12 сард үндсэн work (4.31, 4.32-Т БҮРТГЭСЭН work)-аасаа гадна",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,148379,2,labor
q0441,4.41 [НЭР]-ын/ийн сүүлийн 12 сард эрхэлсэн нэмэлт/давхар ажил нь сүүлийн 7 хоног,4.41 [НЭР]-ын/ийн сүүлийн 12 сард эрхэлсэн нэмэлт/давхар work нь сүүлийн 7 хоног,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,232619,2,labor
q0442,4.42 [НЭР]-ын/ийн сүүлийн 12 сарын хугацаанд эрхэлсэн хоёр дахь үндсэн ажил ямар,4.42 [НЭР]-ын/ийн сүүлийн 12 сарын хугацаанд эрхэлсэн хоёр дахь үндсэн work ямар,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,233127,39,labor
q0443,4.43 [НЭР]-ын/ийн сүүлийн 12 сард эрхэлсэн хоёр дахь үндсэн ажил ямар салбар  вэ,4.43 [НЭР]-ын/ийн сүүлийн 12 сард эрхэлсэн хоёр дахь үндсэн work ямар салбар  вэ,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,233132,69,labor
q0444,4.44 [НЭР]-ын/ийн сүүлийн 12 сард эрхэлсэн хоёр дахь үндсэн ажил юу вэ?,4.44 [НЭР]-ын/ийн сүүлийн 12 сард эрхэлсэн хоёр дахь үндсэн work юу вэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,233127,14,labor
q0445,4.45 [НЭР]-ын/ийн сүүлийн 12 сард эрхэлсэн хоёр дахь үндсэн ажлын байгууллагын х,4.45 [НЭР]-ын/ийн сүүлийн 12 сард эрхэлсэн хоёр дахь үндсэн ажлын байгууллагын х,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,233660,8,labor
q0446,4.46 [НЭР] энэ ажлыг хэдэн сар хийсэн бэ?,4.46 [НЭР] энэ ажлыг хэдэн сар хийсэн бэ?,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,232624,12,labor
q0447,4.47 [НЭР] ажилласан сарууддаа энэ ажилд сард  дунджаар  хэдэн өдөр зарцуулсан б,4.47 [НЭР] workласан сарууддаа энэ workд сард  дунджаар  хэдэн өдөр зарцуулсан б,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,232624,27,labor
q0448,4.48 [НЭР] ажилласан саруудын өдрүүддээ энэ ажилд өдөрт   дунджаар хэдэн цаг зар,4.48 [НЭР] workласан саруудын өдрүүддээ энэ workд өдөрт   дунджаар хэдэн цаг зар,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,232624,16,labor
q0449,4.49 [НЭР] түр болон давхар эрхэлсэн бүх ажлаасаа сүүлийн 12 сард ажиллаад мөнгө,4.49 [НЭР] түр болон давхар эрхэлсэн бүх ажлаасаа сүүлийн 12 сард workлаад мөнгө,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,232624,2,labor
q0450a,4.50 Сүүлийн сард түр болон давхар эрхэлсэн бүх ажлаасаа авсан цалин,4.50 Сүүлийн сард түр болон давхар эрхэлсэн бүх ажлаасаа авсан wage,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,233190,68,labor
q0450b,4.50 Сүүлийн 12 сард түр болон давхар эрхэлсэн бүх ажлаасаа авсан нийт цалин,4.50 Сүүлийн 12 сард түр болон давхар эрхэлсэн бүх ажлаасаа авсан нийт wage,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,233191,147,labor
q0450c,4.50 Сүүлийн 12 сард түр болон давхар эрхэлсэн бүх ажлаасаа авсан нийт урамшуула,4.50 Сүүлийн 12 сард түр болон давхар эрхэлсэн бүх ажлаасаа авсан нийт урамшуула,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,233191,15,labor
q1012,"10.12 Сүүлийн 30 хоногт танай гэр бүлийн хэн нэг гишүүн ажиллаж, амьдарч буй орч","10.12 Сүүлийн 30 хоногт танай гэр бүлийн хэн нэг гишүүн workлаж, амьдарч буй орч",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,4,labor
q0119,1.19 [НЭР] хамгийн сүүлд хэдэн онд шилжиж ирсэн бэ?,1.19 [НЭР] хамгийн сүүлд хэдэн онд move/migrateиж ирсэн бэ?,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,141775,82,migration
q0120,1.20 [НЭР]-ын/ийн хамгийн сүүлд шилжиж ирсэн гол шалтгаан юу вэ?,1.20 [НЭР]-ын/ийн хамгийн сүүлд move/migrateиж ирсэн гол reason юу вэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,141775,10,migration
q0123,1.23 [НЭР] хамгийн сүүлд хэдэн онд шилжиж ирсэн бэ?,1.23 [НЭР] хамгийн сүүлд хэдэн онд move/migrateиж ирсэн бэ?,numeric,2024,indiv,02_indiv.dta,53898,43705,76,migration
q0124,1.24 [НЭР]-ын/ийн хамгийн сүүлд шилжиж ирсэн гол шалтгаан юу вэ?,1.24 [НЭР]-ын/ийн хамгийн сүүлд move/migrateиж ирсэн гол reason юу вэ?,haven_labelled/vctrs_vctr/double,2024,indiv,02_indiv.dta,53898,43705,12,migration
cluster,Түүврийн нэгжийн дугаар,Түүврийн нэгжийн дугаар,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2023",basicvars,basicvars (11).dta | basicvars (12).dta | basicvars (13).dta | basicvars (14).dta,59204,0,2610,other
cover_visit_count,Очсон удаа,Очсон удаа,haven_labelled/vctrs_vctr/double,"2022,2023,2024",hhold,01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,47058,0,3,other
hhweight,Last weight,Last weight,numeric,"2020,2021,2022,2023,2024",basicvars,basicvars (11).dta | basicvars (12).dta | basicvars (13).dta | basicvars (14).dta | basicvars.dta,74717,0,1614,other
hhweight_panel,Raked weights,Raked weights,numeric,2024,basicvars,basicvars.dta,15513,13004,467,other
identif,group(identif),group(identif),numeric,"2020,2021,2022,2023,2024","basicvars,hhold,indiv",01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta | 02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv (15).dta | 02_indiv.dta | basicvars (11).dta | basicvars (12).dta | basicvars (13).dta | basicvars (14).dta | basicvars.dta,414408,0,22995,other
identif22,group(identif),group(identif),numeric,2024,"basicvars,hhold,indiv",01_hhold.dta | 02_indiv.dta | basicvars.dta,84924,71987,2509,other
ind_id,Хувийн дугаар,Хувийн дугаар,numeric,"2020,2021,2022,2023,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv (15).dta | 02_indiv.dta,264974,0,17,other
ind_id22,NA,NA,numeric,2024,indiv,02_indiv.dta,53898,45989,10,other
month,Calendar month of the interview,Calendar month of the interview,numeric,"2020,2021,2022,2023,2024",basicvars,basicvars (11).dta | basicvars (12).dta | basicvars (13).dta | basicvars (14).dta | basicvars.dta,74717,0,12,other
ndays,Хоносон өдрийн тоо-хүн/өдөр,Хоносон өдрийн тоо-хүн/өдөр,numeric,"2020,2021,2022,2023,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold (14).dta | 01_hhold.dta,74717,64656,44,other
panel_ind22_24,NA,NA,numeric,2024,indiv,02_indiv.dta,53898,45989,1,other
